Title,Journal,Citation,Abstract,URL,Y/N/M,Why?,rand/fixed,type of phys,lit review
Neural systems underlying aversive conditioning in humans with primary and secondary reinforcers,Front Neurosci,"Delgado, Mauricio R,Jou, Rita L,Phelps, Elizabeth A,eng,R01 DA027764/DA/NIDA NIH HHS/,R01 MH080756/MH/NIMH NIH HHS/,Switzerland,Front Neurosci. 2011 May 20;5:71. doi: 10.3389/fnins.2011.00071. eCollection 2011.","Money is a secondary reinforcer commonly used across a range of disciplines in experimental paradigms investigating reward learning and decision-making. The effectiveness of monetary reinforcers during aversive learning and associated neural basis, however, remains a topic of debate. Specifically, it is unclear if the initial acquisition of aversive representations of monetary losses depends on similar neural systems as more traditional aversive conditioning that involves primary reinforcers. This study contrasts the efficacy of a biologically defined primary reinforcer (shock) and a socially defined secondary reinforcer (money) during aversive learning and its associated neural circuitry. During a two-part experiment, participants first played a gambling game where wins and losses were based on performance to gain an experimental bank. Participants were then exposed to two separate aversive conditioning sessions. In one session, a primary reinforcer (mild shock) served as an unconditioned stimulus (US) and was paired with one of two colored squares, the conditioned stimuli (CS+ and CS-, respectively). In another session, a secondary reinforcer (loss of money) served as the US and was paired with one of two different CS. Skin conductance responses were greater for CS+ compared to CS- trials irrespective of type of reinforcer. Neuroimaging results revealed that the striatum, a region typically linked with reward-related processing, was found to be involved in the acquisition of aversive conditioned response irrespective of reinforcer type. In contrast, the amygdala was involved during aversive conditioning with primary reinforcers, as suggested by both an exploratory fMRI analysis and a follow-up case study with a patient with bilateral amygdala damage. Taken together, these results suggest that learning about potential monetary losses may depend on reinforcement learning related systems, rather than on typical structures involved in more biologically based fears.",https://www.ncbi.nlm.nih.gov/pubmed/21637321,N,no corr,,,
Aberrant Effective Connectivity in Schizophrenia Patients during Appetitive Conditioning,Front Hum Neurosci,"Diaconescu, Andreea Oliviana,Jensen, Jimmy,Wang, Hongye,Willeit, Matthaus,Menon, Mahesh,Kapur, Shitij,McIntosh, Anthony R,eng,Switzerland,Front Hum Neurosci. 2011 Jan 17;4:239. doi: 10.3389/fnhum.2010.00239. eCollection 2011.","It has recently been suggested that schizophrenia involves dysfunction in brain connectivity at a neural level, and a dysfunction in reward processing at a behavioral level. The purpose of the present study was to link these two levels of analyses by examining effective connectivity patterns between brain regions mediating reward learning in patients with schizophrenia and healthy, age-matched controls. To this aim, we used functional magnetic resonance imaging and galvanic skin recordings (GSR) while patients and controls performed an appetitive conditioning experiment with visual cues as the conditioned (CS) stimuli, and monetary reward as the appetitive unconditioned stimulus (US). Based on explicit stimulus contingency ratings, conditioning occurred in both groups; however, based on implicit, physiological GSR measures, patients failed to show differences between CS+ and CS- conditions. Healthy controls exhibited increased blood-oxygen-level dependent (BOLD) activity across striatal, hippocampal, and prefrontal regions and increased effective connectivity from the ventral striatum to the orbitofrontal cortex (OFC BA 11) in the CS+ compared to the CS- condition. Compared to controls, patients showed increased BOLD activity across a similar network of brain regions, and increased effective connectivity from the striatum to hippocampus and prefrontal regions in the CS- compared to the CS+ condition. The findings of increased BOLD activity and effective connectivity in response to the CS- in patients with schizophrenia offer insight into the aberrant assignment of motivational salience to non-reinforced stimuli during conditioning that is thought to accompany schizophrenia.",https://www.ncbi.nlm.nih.gov/pubmed/21267430,N,clinical,,,
"Experiential, autonomic, and neural responses during threat anticipation vary as a function of threat intensity and neuroticism",Neuroimage,"Drabant, Emily M,Kuo, Janice R,Ramel, Wiveka,Blechert, Jens,Edge, Michael D,Cooper, Jeff R,Goldin, Philippe R,Hariri, Ahmad R,Gross, James J,eng,R01 MH058147/MH/NIMH NIH HHS/,R01 MH058147-06/MH/NIMH NIH HHS/,R29 MH058147/MH/NIMH NIH HHS/,R01 MH58147/MH/NIMH NIH HHS/,Research Support, N.I.H., Extramural,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.,Neuroimage. 2011 Mar 1;55(1):401-10. doi: 10.1016/j.neuroimage.2010.11.040. Epub 2010 Nov 18.","Anticipatory emotional responses play a crucial role in preparing individuals for impending challenges. They do this by triggering a coordinated set of changes in behavioral, autonomic, and neural response systems. In the present study, we examined the biobehavioral impact of varying levels of anticipatory anxiety, using a shock anticipation task in which unpredictable electric shocks were threatened and delivered to the wrist at variable intervals and intensities (safe, medium, strong). This permitted investigation of a dynamic range of anticipatory anxiety responses. In two studies, 95 and 51 healthy female participants, respectively, underwent this shock anticipation task while providing continuous ratings of anxiety experience and electrodermal responding (Study 1) and during fMRI BOLD neuroimaging (Study 2). Results indicated a step-wise pattern of responding in anxiety experience and electrodermal responses. Several brain regions showed robust responses to shock anticipation relative to safe trials, including the hypothalamus, periaqueductal gray, caudate, precentral gyrus, thalamus, insula, ventrolateral PFC, dorsomedial PFC, and ACC. A subset of these regions demonstrated a linear pattern of increased responding from safe to medium to strong trials, including the bilateral insula, ACC, and inferior frontal gyrus. These responses were modulated by individual differences in neuroticism, such that those high in neuroticism showed exaggerated anxiety experience across the entire task, and reduced brain activation from medium to strong trials in a subset of brain regions. These findings suggest that individual differences in neuroticism may influence sensitivity to anticipatory threat and provide new insights into the mechanism through which neuroticism may confer risk for developing anxiety disorders via dysregulated anticipatory responses.",https://www.ncbi.nlm.nih.gov/pubmed/21093595,N,no scr in scanner,,,
Neurobehavioral mechanisms of human fear generalization,Neuroimage,"Dunsmoor, Joseph E,Prince, Steven E,Murty, Vishnu P,Kragel, Philip A,LaBar, Kevin S,eng,P01 NS041328/NS/NINDS NIH HHS/,P01 NS041328-06/NS/NINDS NIH HHS/,2 P01 NS041328/NS/NINDS NIH HHS/,Research Support, N.I.H., Extramural,Research Support, U.S. Gov't, Non-P.H.S.,Neuroimage. 2011 Apr 15;55(4):1878-88. doi: 10.1016/j.neuroimage.2011.01.041. Epub 2011 Jan 19.","While much research has elucidated the neurobiology of fear learning, the neural systems supporting the generalization of learned fear are unknown. Using functional magnetic resonance imaging (fMRI), we show that regions involved in the acquisition of fear support the generalization of fear to stimuli that are similar to a learned threat, but vary in fear intensity value. Behaviorally, subjects retrospectively misidentified a learned threat as a more intense stimulus and expressed greater skin conductance responses (SCR) to generalized stimuli of high intensity. Brain activity related to intensity-based fear generalization was observed in the striatum, insula, thalamus/periacqueductal gray, and subgenual cingulate cortex. The psychophysiological expression of generalized fear correlated with amygdala activity, and connectivity between the amygdala and extrastriate visual cortex was correlated with individual differences in trait anxiety. These findings reveal the brain regions and functional networks involved in flexibly responding to stimuli that resemble a learned threat. These regions may comprise an intensity-based fear generalization circuit that underlies retrospective biases in threat value estimation and overgeneralization of fear in anxiety disorders.",https://www.ncbi.nlm.nih.gov/pubmed/21256233,Y,corr,rand,,
Neuronal correlates of altered empathy and social cognition in borderline personality disorder,Neuroimage,"Dziobek, Isabel,Preissler, Sandra,Grozdanovic, Zarko,Heuser, Isabella,Heekeren, Hauke R,Roepke, Stefan,eng,Research Support, Non-U.S. Gov't,Neuroimage. 2011 Jul 15;57(2):539-48. doi: 10.1016/j.neuroimage.2011.05.005. Epub 2011 May 7.","Borderline personality disorder (BPD) is a severe psychiatric condition of undetermined brain underpinnings, which involves profound emotion regulation deficits and interpersonal impairment. To elucidate biopsychological markers of the disorder, we performed two studies: i.) assessing empathy and social cognition and ii.) measuring the psychophysical properties and functional brain correlates of empathic functioning in a total of fifty-one affected patients and 50 age- and gender-matched controls. In the behavioral study we applied the Multifaceted Empathy Test (MET), a new, ecologically valid measure to assess cognitive (i.e., social cognition) and emotional (i.e., empathic concern) empathy to a subset of participants. In the second study, functional Magnetic Resonance Imaging and skin conductance measurements were performed while participants took a scanner-adapted version of the MET. Patients with BPD showed impairments in cognitive and emotional empathy. Brain responses during cognitive empathy were significantly reduced in patients compared to controls in the left superior temporal sulcus and gyrus (STS/STG), where this reduction was associated with levels of intrusive symptomatology in the BPD group. During emotional empathy, patients with BPD exhibited greater brain activity than controls in the right middle insular cortex, a response that was associated with skin conductance responses in the patients. Results indicate that altered functioning of the STS/STG and insula represents pathophysiological mediators for reduced empathy in BPD, with an important role for intrusive symptomatology and levels of arousal. The findings thus support a conceptualization of BPD as involving deficits in both inferring others' mental states and being emotionally attuned to another person.",https://www.ncbi.nlm.nih.gov/pubmed/21586330,N,clinical,,,
Brain activity during ankle proprioceptive stimulation predicts balance performance in young and older adults,J Neurosci,"Goble, Daniel J,Coxon, James P,Van Impe, Annouchka,Geurts, Monique,Doumas, Michail,Wenderoth, Nicole,Swinnen, Stephan P,eng,Canadian Institutes of Health Research/Canada,Research Support, Non-U.S. Gov't,J Neurosci. 2011 Nov 9;31(45):16344-52. doi: 10.1523/JNEUROSCI.4159-11.2011.","Proprioceptive information from the foot/ankle provides important information regarding body sway for balance control, especially in situations where visual information is degraded or absent. Given known increases in catastrophic injury due to falls with older age, understanding the neural basis of proprioceptive processing for balance control is particularly important for older adults. In the present study, we linked neural activity in response to stimulation of key foot proprioceptors (i.e., muscle spindles) with balance ability across the lifespan. Twenty young and 20 older human adults underwent proprioceptive mapping; foot tendon vibration was compared with vibration of a nearby bone in an fMRI environment to determine regions of the brain that were active in response to muscle spindle stimulation. Several body sway metrics were also calculated for the same participants on an eyes-closed balance task. Based on regression analyses, multiple clusters of voxels were identified showing a significant relationship between muscle spindle stimulation-induced neural activity and maximum center of pressure excursion in the anterior-posterior direction. In this case, increased activation was associated with greater balance performance in parietal, frontal, and insular cortical areas, as well as structures within the basal ganglia. These correlated regions were age- and foot-stimulation side-independent and largely localized to right-sided areas of the brain thought to be involved in monitoring stimulus-driven shifts of attention. These findings support the notion that, beyond fundamental peripheral reflex mechanisms, central processing of proprioceptive signals from the foot is critical for balance control.",https://www.ncbi.nlm.nih.gov/pubmed/22072686,N,no phys of interest,,,
Representation of somatosensory inputs within the cortical autonomic network,NeuroImage,"Goswami R, Frances MF, Shoemaker JK. Representation of somatosensory inputs within the cortical autonomic network. Neuroimage. 2011 Jan 15;54(2):1211-20. doi: 10.1016/j.neuroimage.2010.09.050. Epub 2010 Sep 25. PMID: 20884359.","Regions of the cortical autonomic network (CAN) are activated during muscle contraction. However, it is not known to what extent CAN activation patterns reflect muscle sensory inputs, top-down signals from the motor cortex, and/or motor drive to cardiovascular structures. The present study explored the functional representation of somatosensory afferent input within the CAN with an a priori interest in the insula and ventral medial prefrontal cortex (vMPFC) (n = 12). Heart rate (HR) and functional MRI data were acquired during 1) 30 s periods of electrical stimulation of the wrist flexors at sub-motor (SUB; Type I,II afferents) and 2) motor thresholds (MOT; Type I,II,III afferents), 3) volitional wrist flexion at 5% maximal voluntary contraction (MVC) to match the MOT tension (VOL5%), and 4) volitional handgrip at 35% MVC to elicit tachycardia (VOL35%). Compared with rest, HR did not change during SUB, MOT, or VOL5% but increased during VOL35% (p < 0.001). High frequency HR variability was 29.42 ± 18.87 ms2 (mean ± S.D.) at rest and 39.85 ± 27.60 ms2 during SUB (p = 0.06). High frequency HR variability was decreased during VOL35% compared to rest (p ≤ 0.005). SUB increased activity in the bilateral posterior insula, vMPFC, subgenual anterior cingulate cortex (ACC), mid-cingulate cortex (MCC), and posterior cingulate cortex. MOT increased activity in the left posterior insula and MCC. During VOL5%, activity increased in the right anterior-mid insula. VOL35% was associated with activity in the bilateral insula as well as vMPFC and subgenual ACC deactivation. These data suggest that the left posterior insula processes sensory input from muscle during passive conditions and specifically that Type I and/or II muscle afferent stimulation during SUB impacts the vMPFC and/or subgenual ACC, regions believed to be involved in brain default mode and parasympathetic activity.",https://pubmed.ncbi.nlm.nih.gov/20884359/,M,uns about coords,rand,,
Focusing attention on the health aspects of foods changes value signals in vmPFC and improves dietary choice,J Neurosci,"Hare, Todd A,Malmaud, Jonathan,Rangel, Antonio,eng,R21 AG038866/AG/NIA NIH HHS/,Research Support, U.S. Gov't, Non-P.H.S.,J Neurosci. 2011 Jul 27;31(30):11077-87. doi: 10.1523/JNEUROSCI.6383-10.2011.","Attention is thought to play a key role in the computation of stimulus values at the time of choice, which suggests that attention manipulations could be used to improve decision-making in domains where self-control lapses are pervasive. We used an fMRI food choice task with non-dieting human subjects to investigate whether exogenous cues that direct attention to the healthiness of foods could improve dietary choices. Behaviorally, we found that subjects made healthier choices in the presence of health cues. In parallel, stimulus value signals in ventromedial prefrontal cortex were more responsive to the healthiness of foods in the presence of health cues, and this effect was modulated by activity in regions of dorsolateral prefrontal cortex. These findings suggest that the neural mechanisms used in successful self-control can be activated by exogenous attention cues, and provide insights into the processes through which behavioral therapies and public policies could facilitate self-control.",https://www.ncbi.nlm.nih.gov/pubmed/21795556,N,no phys of interest,,,
The changes in brain metabolism in people with activated brown adipose tissue: a PET study,Neuroimage,"Huang, Yung-Cheng,Hsu, Chien-Chin,Huang, Poyin,Yin, Tang-Kai,Chiu, Nan-Tsing,Wang, Pei-Wen,Huang, Shu-Hua,Huang, Yu-Erh,eng,Neuroimage. 2011 Jan 1;54(1):142-7. doi: 10.1016/j.neuroimage.2010.07.058. Epub 2010 Aug 2.","Brown adipose tissue (BAT) is a highly specialized thermogenic tissue and has profound effects on body weight, energy balance, and glucose metabolism. Body temperature regulation depends on the integrated activities of the autonomic nervous system, which is centered predominantly in the hypothalamus. The purpose of this study was to explore the interaction of brain and the activation of BAT by analyzing differences in brain metabolism between patients with and without activated BAT. Fluorodeoxyglucose (FDG) with positron emission tomography/computer tomography (PET/CT) was used to determine the activation of BAT and brain metabolism. After reviewing FDG PET/CT scans, we retrospectively collected 42 patients, 21 with activated BAT and 21 matched controls without activated BAT. We used the method of defining regions of interest (ROI) to examine differences in metabolism between their hypothalami and voxel (volumetric pixel)-based statistical parametric mapping to analyze the whole brain. Compared with controls, patients with activated BAT had a significant hypermetabolic area in the right inferior parietal lobule (Brodmann area 40) and significant hypometabolic areas in the left insula (Brodmann area 13) and right cerebellum; however, there were no metabolic differences in the hypothalamic regions. Our findings illustrate the close relationship of cold temperature exposure-triggered hypermetabolism in the right inferior parietal lobule and activated BAT. They also support the hypotheses that the insula and cerebellum regulate autonomic functions, which are important for controlling BAT thermogenesis within the central pathways.",https://www.ncbi.nlm.nih.gov/pubmed/20682349,N,no phys of interest,,,
Rapid magnetic resonance measurement of global cerebral metabolic rate of oxygen consumption in humans during rest and hypercapnia,J Cereb Blood Flow Metab,"Jain, Varsha,Langham, Michael C,Floyd, Thomas F,Jain, Gaurav,Magland, Jeremy F,Wehrli, Felix W,eng,R21 HL088182/HL/NHLBI NIH HHS/,R01 MH080892/MH/NIMH NIH HHS/,R01-MH080892/MH/NIMH NIH HHS/,R21-HL088182/HL/NHLBI NIH HHS/,UL1RR024134/RR/NCRR NIH HHS/,UL1 RR024134/RR/NCRR NIH HHS/,Research Support, N.I.H., Extramural,J Cereb Blood Flow Metab. 2011 Jul;31(7):1504-12. doi: 10.1038/jcbfm.2011.34. Epub 2011 Apr 20.","The effect of hypercapnia on cerebral metabolic rate of oxygen consumption (CMRO(2)) has been a subject of intensive investigation and debate. Most applications of hypercapnia are based on the assumption that a mild increase in partial pressure of carbon dioxide has negligible effect on cerebral metabolism. In this study, we sought to further investigate the vascular and metabolic effects of hypercapnia by simultaneously measuring global venous oxygen saturation (S(v)O(2)) and total cerebral blood flow (tCBF), with a temporal resolution of 30 seconds using magnetic resonance susceptometry and phase-contrast techniques in 10 healthy awake adults. While significant increases in S(v)O(2) and tCBF were observed during hypercapnia (P<0.005), no change in CMRO(2) was noted (P>0.05). Additionally, fractional changes in tCBF and end-tidal carbon dioxide (R(2)=0.72, P<0.005), as well as baseline S(v)O(2) and tCBF (R(2)=0.72, P<0.005), were found to be correlated. The data also suggested a correlation between cerebral vascular reactivity (CVR) and baseline tCBF (R(2)=0.44, P=0.052). A CVR value of 6.1%+/-1.6%/mm Hg was determined using a linear-fit model. Additionally, an average undershoot of 6.7%+/-4% and 17.1%+/-7% was observed in S(v)O(2) and tCBF upon recovery from hypercapnia in six subjects.",https://www.ncbi.nlm.nih.gov/pubmed/21505481,N,no phys of interest,,,
Neurocognitive function in dopamine-beta-hydroxylase deficiency,Neuropsychopharmacology,"Jepma, Marieke,Deinum, Jaap,Asplund, Christopher L,Rombouts, Serge Arb,Tamsma, Jouke T,Tjeerdema, Nathanja,Spape, Michiel M,Garland, Emily M,Robertson, David,Lenders, Jacques Wm,Nieuwenhuis, Sander,eng,Comparative Study,Research Support, Non-U.S. Gov't,England,Neuropsychopharmacology. 2011 Jul;36(8):1608-19. doi: 10.1038/npp.2011.42. Epub 2011 Apr 6.","Dopamine-beta-hydroxylase (DbetaH) deficiency is a rare genetic syndrome characterized by the complete absence of norepinephrine in the peripheral and the central nervous system. DbetaH-deficient patients suffer from several physical symptoms, which can be treated successfully with L-threo-3,4-dihydroxyphenylserine, a synthetic precursor of norepinephrine. Informal clinical observations suggest that DbetaH-deficient patients do not have obvious cognitive impairments, even when they are not medicated, which is remarkable given the important role of norepinephrine in normal neurocognitive function. This study provided the first systematic investigation of neurocognitive function in human DbetaH deficiency. We tested 5 DbetaH-deficient patients and 10 matched healthy control participants on a comprehensive cognitive task battery, and examined their pupil dynamics, brain structure, and the P3 component of the electroencephalogram. All participants were tested twice; the patients were tested once ON and once OFF medication. Magnetic resonance imaging scans of the brain revealed that the patients had a smaller total brain volume than the control group, which is in line with the recent hypothesis that norepinephrine has a neurotrophic effect. In addition, the patients showed an abnormally small or absent task-evoked pupil dilation. However, we found no substantial differences in cognitive performance or P3 amplitude between the patients and the control participants, with the exception of a temporal-attention deficit in the patients OFF medication. The largely spared neurocognitive function in DbetaH-deficient patients suggests that other neuromodulators have taken over the function of norepinephrine in the brains of these patients.",https://www.ncbi.nlm.nih.gov/pubmed/21471955,N,no phys of interest,,,
A combined HRV-fMRI approach to assess cortical control of cardiovagal modulation by motion sickness,Conf Proc IEEE Eng Med Biol Soc,"Kim, J,Napadow, V,Kuo, B,Barbieri, R,eng,P01-AT002048/AT/NCCIH NIH HHS/,R01 HL084502-05/HL/NHLBI NIH HHS/,P01 AT002048/AT/NCCIH NIH HHS/,P41 RR014075/RR/NCRR NIH HHS/,R01 HL084502/HL/NHLBI NIH HHS/,CRC 1 UL1 RR025758-01/RR/NCRR NIH HHS/,R01 AT004714/AT/NCCIH NIH HHS/,R01-AT004714/AT/NCCIH NIH HHS/,UL1 RR025758/RR/NCRR NIH HHS/,P41RR14075/RR/NCRR NIH HHS/,Research Support, N.I.H., Extramural,Conf Proc IEEE Eng Med Biol Soc. 2011;2011:2825-8. doi: 10.1109/IEMBS.2011.6090781.","Nausea is a commonly occurring symptom typified by epigastric discomfort with the urge to vomit. To date, the brain circuitry underlying the autonomic nervous system response to nausea has not been fully understood. Functional MRI (fMRI), together with a point process adaptive recursive algorithm for computation of the high-frequency (HF) index of heart rate variability (HRV) was combined to evaluate the brain circuitry underlying autonomic nervous system response to nausea. Alone, the point process analysis revealed increasing sympathetic and decreasing parasympathetic response during nausea with significant increased heart rate (HR) and decreased HF. The combined HRV-fMRI analysis demonstrated that the fMRI signal in the medial prefrontal cortex (MPFC) and pregenual anterior cingulate cortex (pgACC), regions of higher cortical functions and emotion showed a negative correlation at the baseline and a positive correlation during nausea. Overall, our findings confirm a sympathovagal shift (toward sympathetic) during nausea, which was related to brain activity in regions associated with emotion and higher cognitive function.",https://www.ncbi.nlm.nih.gov/pubmed/22254929,N,no coords,,,
Insular cortex is a trait marker for pain processing in fibromyalgia syndrome--blood oxygenation level-dependent functional magnetic resonance imaging study in Korea,Clin Exp Rheumatol,"Kim, S-H,Chang, Y,Kim, J-H,Song, H-J,Seo, J,Han, S W,Nam, E J,Choi, T Y,Lee, S J,Kim, S-K,eng,Italy,Clin Exp Rheumatol. 2011 Nov-Dec;29(6 Suppl 69):S19-27. Epub 2012 Jan 3.","OBJECTIVES: To investigate the variability in cerebral activation according to pain intensity and the association between variability in cerebral activation and clinical features in patients with fibromyalgia syndrome (FMS) using functional magnetic resonance imaging (fMRI). METHODS: Nineteen FMS female patients and 22 age-matched healthy female controls were enrolled in this study. Changes in cerebral activation area were measured using blood oxygenation level-dependent (BOLD) contrast fMRI after application of both medium and high pressure stimuli to the left thumbnail bed. RESULTS: We identified the insular cortex (IC) and superior temporal gyrus (STG) as regions of interest (ROIs) in this analysis. Cerebral activation at the bilateral IC in response to high pressure stimuli was significantly greater in FMS patients than it was in the controls, whereas there were no differences in BOLD signal changes in the STG regions between FMS patients and controls, irrespective of pain level. Prominent signal changes at both ROIs in FMS patients were noted between high and medium pressure (p<0.001 contralateral IC, p=0.001 for ipsilateral IC, p=0.008 for contralateral STG, and p=0.049 for ipsilateral STG). BOLD signal changes on the contralateral STG after medium stimuli were correlated with tender point count (r=0.586, p=0.013). CONCLUSIONS: This study revealed more distinct signal variability in the ICs in FMS patients than in those of controls in response to high pressure stimuli. The IC can therefore be considered to be a region susceptible to pain perception in FMS patients.",https://www.ncbi.nlm.nih.gov/pubmed/21813055,N,no phys of interest,,,
Investigating the neural mechanisms of aware and unaware fear memory with FMRI,J Vis Exp,"Knight, David C,Wood, Kimberly H,eng,Research Support, Non-U.S. Gov't,Video-Audio Media,J Vis Exp. 2011 Oct 6;(56). pii: 3083. doi: 10.3791/3083.","Pavlovian fear conditioning is often used in combination with functional magnetic resonance imaging (fMRI) in humans to investigate the neural substrates of associative learning. In these studies, it is important to provide behavioral evidence of conditioning to verify that differences in brain activity are learning-related and correlated with human behavior. Fear conditioning studies often monitor autonomic responses (e.g. skin conductance response; SCR) as an index of learning and memory. In addition, other behavioral measures can provide valuable information about the learning process and/or other cognitive functions that influence conditioning. For example, the impact unconditioned stimulus (UCS) expectancies have on the expression of the conditioned response (CR) and unconditioned response (UCR) has been a topic of interest in several recent studies. SCR and UCS expectancy measures have recently been used in conjunction with fMRI to investigate the neural substrates of aware and unaware fear learning and memory processes. Although these cognitive processes can be evaluated to some degree following the conditioning session, post-conditioning assessments cannot measure expectations on a trial-to-trial basis and are susceptible to interference and forgetting, as well as other factors that may distort results. Monitoring autonomic and behavioral responses simultaneously with fMRI provides a mechanism by which the neural substrates that mediate complex relationships between cognitive processes and behavioral/autonomic responses can be assessed. However, monitoring autonomic and behavioral responses in the MRI environment poses a number of practical problems. Specifically, 1) standard behavioral and physiological monitoring equipment is constructed of ferrous material that cannot be safely used near the MRI scanner, 2) when this equipment is placed outside of the MRI scanning chamber, the cables projecting to the subject can carry RF noise that produces artifacts in brain images, 3) artifacts can be produced within the skin conductance signal by switching gradients during scanning, 4) the fMRI signal produced by the motor demands of behavioral responses may need to be distinguished from activity related to the cognitive processes of interest. Each of these issues can be resolved with modifications to the setup of physiological monitoring equipment and additional data analysis procedures. Here we present a methodology to simultaneously monitor autonomic and behavioral responses during fMRI, and demonstrate the use of these methods to investigate aware and unaware memory processes during fear conditioning.",https://www.ncbi.nlm.nih.gov/pubmed/22006034,N,methods paper,,,
"Impairments in ""top-down"" processing in bipolar disorder: a simultaneous fMRI-GSR study",Psychiatry Res,"Lagopoulos, Jim,Malhi, Gin,eng,Research Support, Non-U.S. Gov't,Ireland,Psychiatry Res. 2011 May 31;192(2):100-8. doi: 10.1016/j.pscychresns.2010.11.011. Epub 2011 Apr 14.","Understanding the underlying neurobiology of bipolar disorder especially in the euthymic state is essential to furthering our understanding of pertinent psychiatric questions involving the observed symptomatology of the illness. In this study we investigated the mechanisms that underpin the modulation of affect in bipolar disorder to examine the contributions of cortico-limbic brain networks in the processing of affect. We employed a simultaneous functional magnetic resonance imaging and galvanic skin response methodology to investigate top-down networks in euthymic bipolar patients and healthy controls. Galvanic skin responsivity was used to partition neural epochs in which arousal pertaining to the appreciation of disgust stimuli was processed. The results of this study demonstrate that patients with bipolar disorder exhibited impairments in the recruitment of top-down brain networks and as such were unable to engage, to the same extent as matched controls, essential prefrontal processing needed to evaluate emotional salience. Partitioning top-down networks on the basis of arousal measures provided a context within which the modulation of brain networks specialised for the processing of emotion, as well as their interplay with other brain regions including the frontal lobes, could be studied.",https://www.ncbi.nlm.nih.gov/pubmed/21493046,N,no corr,,,
Differential roles of human striatum and amygdala in associative learning,Nat Neurosci,"Li, Jian,Schiller, Daniela,Schoenbaum, Geoffrey,Phelps, Elizabeth A,Daw, Nathaniel D,eng,AG027097/AG/NIA NIH HHS/,R01 MH087882-03/MH/NIMH NIH HHS/,R01 MH080756/MH/NIMH NIH HHS/,R01 AG027097/AG/NIA NIH HHS/,DA015718/DA/NIDA NIH HHS/,R01 DA015718/DA/NIDA NIH HHS/,R01 MH087882/MH/NIMH NIH HHS/,MH087882/MH/NIMH NIH HHS/,MH080756/MH/NIMH NIH HHS/,Research Support, N.I.H., Extramural,Research Support, Non-U.S. Gov't,Nat Neurosci. 2011 Sep 11;14(10):1250-2. doi: 10.1038/nn.2904.","Although the human amygdala and striatum have both been implicated in associative learning, only the striatum's contribution has been consistently computationally characterized. Using a reversal learning task, we found that amygdala blood oxygen level-dependent activity tracked associability as estimated by a computational model, and dissociated it from the striatal representation of reinforcement prediction error. These results extend the computational learning approach from striatum to amygdala, demonstrating their complementary roles in aversive learning.",https://www.ncbi.nlm.nih.gov/pubmed/21909088,N,no phys of interest,,,
An fMRI study of unconditioned responses in post-traumatic stress disorder,Biol Mood Anxiety Disord,"Linnman, Clas,Zeffiro, Thomas A,Pitman, Roger K,Milad, Mohammed R,eng,England,Biol Mood Anxiety Disord. 2011 Nov 1;1(1):8. doi: 10.1186/2045-5380-1-8.","BACKGROUND: Both fear and pain processing are altered in post-traumatic stress disorder (PTSD), as evidenced by functional neuroimaging studies showing increased amygdala responses to threats, and increased insula, putamen and caudate activity in response to heat pain. Using psychophysiology and functional magnetic resonance imaging, we studied conditioned and unconditioned autonomic and neuronal responses in subjects with PTSD versus trauma-exposed non-PTSD control (TENC) subjects. A design using an electric shock selected by subjects to be 'highly annoying but not painful' as an unconditioned stimulus (US) with partially reinforced cues allowed us to partly disentangle the expectancy- and prediction-error components from sensory components of the unconditioned response. RESULTS: Whereas responses to the conditioned stimulus (CS) were similar in PTSD and TENC, the former displayed higher putamen, insula, caudate and amygdala responses to the US. Reactivity to the US in the anterior insula correlated with PTSD symptom severity. Functional connectivity analyses using the putamen as a seed region indicated that TENC subjects had increased amygdala-putamen connectivity during US delivery; this connection was disengaged in PTSD. CONCLUSIONS: Our results indicate that although neural processing of fear learning in people with PTSD seems to be comparable with controls, neural responses to unconditioned aversive stimuli in PTSD seem to be increased.",https://www.ncbi.nlm.nih.gov/pubmed/22738227,N,no phys of interest,,,
5-HTTLPR and COMTval158met genotype gate amygdala reactivity and habituation,Biol Psychol,"Lonsdorf, Tina B,Golkar, Armita,Lindstom, Kara M,Fransson, Peter,Schalling, Martin,Ohman, Arne,Ingvar, Martin,eng,Research Support, N.I.H., Extramural,Research Support, Non-U.S. Gov't,Netherlands,Biol Psychol. 2011 Apr;87(1):106-12. doi: 10.1016/j.biopsycho.2011.02.014. Epub 2011 Feb 26.","Amygdala reactivity is a heritable trait, potentiated in affective disorders and associated with both the 5-HTTLPR and the COMTval158met polymorphism. Fifty-four healthy volunteers selected a priori based on gender and 5-HTTLPR/rs25531 and COMTval158met genotypes performed a passive viewing task of angry facial expressions using fMRI. Amygdala reactivity and habituation were investigated using the a priori anatomical region of interest (ROI) approach. Furthermore, salivary cortisol and skin conductance responses were recorded. We observed an effect of 5-HTTLPR on right amygdala reactivity (s-carrier>l/l) and COMTval158met on left amygdala reactivity (met/met>val-carrier). We provide preliminary evidence that different amygdala habituation curves may partly underlie the differences between 5-HTTLPR and not COMT genotype groups. Further, exploratory analyses find no evidence for additive or interaction effects. Our results support that 5-HTTLPR s-carriers and COMT met/met carriers may be more sensitive to the detection of biologically and socially relevant information and suggest a mechanism behind this for the 5-HTTLPR.",https://www.ncbi.nlm.nih.gov/pubmed/21356267,N,no phys of interest,,,
